0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	5.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	6.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	5.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.80E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	5.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	6.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	2.50E+01
1.00E+00	2.00E+00	1.00E+00	4.00E+00	1.00E+00	5.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	5.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	6.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	6.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	5.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
2.00E+00	0.00E+00	0.00E+00	2.00E+00	1.00E+00	4.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
0.00E+00	1.00E+00	2.00E+00	3.00E+00	-1.00E+00	2.50E+01
2.00E+00	0.00E+00	0.00E+00	2.00E+00	1.00E+00	5.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	2.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	5.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	5.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
2.00E+00	2.00E+00	2.00E+00	6.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	7.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	6.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	2.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.00E+01
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	6.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	2.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	5.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
2.00E+00	2.00E+00	2.00E+00	6.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	1.00E+00	2.00E+00	3.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	1.80E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	4.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.80E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	-1.00E+00	1.80E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.80E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.00E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	-1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	2.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	5.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	3.50E+01
1.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00E+00	5.00E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	3.00E+01
0.00E+00	1.00E+00	1.00E+00	2.00E+00	1.00E+00	4.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	2.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	3.50E+01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E+00
